date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
2020-03-06,1.0,1.0,,,0.196,0.196,,,,2.0,2.0,0.0,0.0,,,,,,,,
2020-03-07,1.0,0.0,,,0.196,0.0,,,,5.0,7.0,0.001,0.001,,,,,,,,
2020-03-08,5.0,4.0,,,0.982,0.785,,,,3.0,10.0,0.002,0.001,,,,,,,,
2020-03-09,9.0,4.0,,,1.767,0.785,,,,2.0,12.0,0.002,0.0,,,,,,,,
2020-03-10,9.0,0.0,,,1.767,0.0,,,,1.0,13.0,0.003,0.0,,,,,,,,
2020-03-11,13.0,4.0,,,2.552,0.785,,,,9.0,22.0,0.004,0.002,,,,,,,,
2020-03-12,22.0,9.0,,,4.319,1.767,,,,89.0,111.0,0.022,0.017,0.207,4.8,,,,,,
2020-03-13,23.0,1.0,,,4.515,0.196,,,,86.0,197.0,0.039,0.017,0.123,8.1,,,,,,
2020-03-14,26.0,3.0,,,5.104,0.589,,,,127.0,324.0,0.064,0.025,0.063,15.9,,,,,,
2020-03-15,27.0,1.0,,,5.3,0.196,,,,43.0,367.0,0.072,0.008,0.07,14.3,,,,,,
2020-03-16,35.0,8.0,,,6.871,1.57,,,,171.0,538.0,0.106,0.034,0.055,18.2,,,,,,
2020-03-17,41.0,6.0,,,8.049,1.178,,,,114.0,652.0,0.128,0.022,0.058,17.2,,,,,,
2020-03-18,50.0,9.0,,,9.815,1.767,,,,154.0,806.0,0.158,0.03,0.06,16.7,,,,,,
2020-03-19,69.0,19.0,1.0,1.0,13.545,3.73,0.196,0.196,,114.0,920.0,0.181,0.022,0.079,12.7,,,,,,
2020-03-20,89.0,20.0,1.0,0.0,17.471,3.926,0.196,0.0,,121.0,1041.0,0.204,0.024,0.103,9.7,,,,,,
2020-03-21,117.0,28.0,2.0,1.0,22.968,5.497,0.393,0.196,,148.0,1189.0,0.233,0.029,0.104,9.6,,,,,,
2020-03-22,134.0,17.0,2.0,0.0,26.305,3.337,0.393,0.0,1.18,227.0,1416.0,0.278,0.045,0.094,10.6,,,,,,
2020-03-23,158.0,24.0,2.0,0.0,31.016,4.711,0.393,0.0,1.18,157.0,1573.0,0.309,0.031,0.113,8.8,,,,,,
2020-03-24,177.0,19.0,2.0,0.0,34.746,3.73,0.393,0.0,1.17,165.0,1738.0,0.341,0.032,0.117,8.5,,,,,,
2020-03-25,201.0,24.0,2.0,0.0,39.457,4.711,0.393,0.0,1.16,29.0,1767.0,0.347,0.006,0.137,7.3,,,,,,
2020-03-26,231.0,30.0,2.0,0.0,45.346,5.889,0.393,0.0,1.14,677.0,2444.0,0.48,0.133,0.094,10.6,,,,,,
2020-03-27,263.0,32.0,2.0,0.0,51.628,6.282,0.393,0.0,1.13,487.0,2931.0,0.575,0.096,0.079,12.7,,,,,,
2020-03-28,295.0,32.0,2.0,0.0,57.91,6.282,0.393,0.0,1.11,158.0,3089.0,0.606,0.031,0.094,10.6,,,,,,
2020-03-29,314.0,19.0,2.0,0.0,61.64,3.73,0.393,0.0,1.08,222.0,3311.0,0.65,0.044,0.095,10.5,,,,,,
2020-03-30,330.0,16.0,2.0,0.0,64.781,3.141,0.393,0.0,1.06,263.0,3574.0,0.702,0.052,0.086,11.6,,,,,,
2020-03-31,347.0,17.0,2.0,0.0,68.118,3.337,0.393,0.0,1.04,153.0,3727.0,0.732,0.03,0.085,11.8,,,,,,
2020-04-01,375.0,28.0,2.0,0.0,73.614,5.497,0.393,0.0,1.02,373.0,4100.0,0.805,0.073,0.075,13.3,,,,,,
2020-04-02,396.0,21.0,2.0,0.0,77.737,4.122,0.393,0.0,1.0,132.0,4232.0,0.831,0.026,0.092,10.9,,,,,,
2020-04-03,416.0,20.0,2.0,0.0,81.663,3.926,0.393,0.0,0.98,110.0,4342.0,0.852,0.022,0.108,9.3,,,,,,
2020-04-04,435.0,19.0,2.0,0.0,85.393,3.73,0.393,0.0,0.97,194.0,4536.0,0.89,0.038,0.097,10.3,,,,,,
2020-04-05,454.0,19.0,2.0,0.0,89.122,3.73,0.393,0.0,0.95,444.0,4980.0,0.978,0.087,0.084,11.9,,,,,,
2020-04-06,467.0,13.0,2.0,0.0,91.674,2.552,0.393,0.0,0.94,265.0,5245.0,1.03,0.052,0.082,12.2,,,,,,
2020-04-07,483.0,16.0,2.0,0.0,94.815,3.141,0.393,0.0,0.93,162.0,5407.0,1.061,0.032,0.081,12.3,,,,,,
2020-04-08,502.0,19.0,3.0,1.0,98.545,3.73,0.589,0.196,0.92,510.0,5917.0,1.162,0.1,0.07,14.3,,,,,,
2020-04-09,539.0,37.0,3.0,0.0,105.808,7.263,0.589,0.0,0.91,263.0,6180.0,1.213,0.052,0.073,13.7,,,,,,
2020-04-10,558.0,19.0,3.0,0.0,109.538,3.73,0.589,0.0,0.89,154.0,6334.0,1.243,0.03,0.071,14.1,,,,,,
2020-04-11,577.0,19.0,3.0,0.0,113.268,3.73,0.589,0.0,0.86,156.0,6490.0,1.274,0.031,0.073,13.7,,,,,,
2020-04-12,595.0,18.0,3.0,0.0,116.801,3.533,0.589,0.0,0.84,154.0,6644.0,1.304,0.03,0.085,11.8,,,,,,
2020-04-13,612.0,17.0,3.0,0.0,120.139,3.337,0.589,0.0,0.82,106.0,6750.0,1.325,0.021,0.096,10.4,,,,,,
2020-04-14,618.0,6.0,3.0,0.0,121.316,1.178,0.589,0.0,0.79,76.0,6826.0,1.34,0.015,0.095,10.5,,,,,,
2020-04-15,626.0,8.0,4.0,1.0,122.887,1.57,0.785,0.196,0.77,193.0,7019.0,1.378,0.038,0.113,8.8,,,,,,
2020-04-16,642.0,16.0,4.0,0.0,126.028,3.141,0.785,0.0,0.75,214.0,7233.0,1.42,0.042,0.098,10.2,,,,,,
2020-04-17,649.0,7.0,4.0,0.0,127.402,1.374,0.785,0.0,0.74,172.0,7405.0,1.454,0.034,0.085,11.8,,,,,,
2020-04-18,655.0,6.0,4.0,0.0,128.58,1.178,0.785,0.0,0.73,227.0,7632.0,1.498,0.045,0.068,14.7,,,,,,
2020-04-19,660.0,5.0,5.0,1.0,129.561,0.982,0.982,0.196,0.73,52.0,7684.0,1.508,0.01,0.062,16.1,,,,,,
2020-04-20,662.0,2.0,6.0,1.0,129.954,0.393,1.178,0.196,0.72,96.0,7780.0,1.527,0.019,0.049,20.4,,,,,,
2020-04-21,669.0,7.0,6.0,0.0,131.328,1.374,1.178,0.0,0.73,266.0,8046.0,1.579,0.052,0.042,23.8,,,,,,
2020-04-22,681.0,12.0,6.0,0.0,133.684,2.356,1.178,0.0,0.73,301.0,8347.0,1.639,0.059,0.041,24.4,,,,,,
2020-04-23,686.0,5.0,6.0,0.0,134.665,0.982,1.178,0.0,0.74,253.0,8600.0,1.688,0.05,0.032,31.2,,,,,,
2020-04-24,687.0,1.0,6.0,0.0,134.862,0.196,1.178,0.0,0.75,102.0,8702.0,1.708,0.02,0.029,34.5,,,,,,
2020-04-25,693.0,6.0,6.0,0.0,136.039,1.178,1.178,0.0,0.77,87.0,8789.0,1.725,0.017,0.033,30.3,,,,,,
2020-04-26,695.0,2.0,6.0,0.0,136.432,0.393,1.178,0.0,0.79,37.0,8826.0,1.733,0.007,0.031,32.3,,,,,,
2020-04-27,697.0,2.0,6.0,0.0,136.825,0.393,1.178,0.0,0.81,58.0,8884.0,1.744,0.011,0.032,31.2,,,,,,
2020-04-28,705.0,8.0,6.0,0.0,138.395,1.57,1.178,0.0,0.84,59.0,8943.0,1.756,0.012,0.04,25.0,,,,,,
2020-04-29,713.0,8.0,6.0,0.0,139.965,1.57,1.178,0.0,0.87,237.0,9180.0,1.802,0.047,0.038,26.3,,,,,,
2020-04-30,719.0,6.0,6.0,0.0,141.143,1.178,1.178,0.0,0.9,109.0,9289.0,1.823,0.021,0.048,20.8,,,,,,
2020-05-01,725.0,6.0,6.0,0.0,142.321,1.178,1.178,0.0,0.92,167.0,9456.0,1.856,0.033,0.05,20.0,,,,,,
2020-05-02,733.0,8.0,6.0,0.0,143.892,1.57,1.178,0.0,0.95,91.0,9547.0,1.874,0.018,0.053,18.9,,,,,,
2020-05-03,739.0,6.0,6.0,0.0,145.069,1.178,1.178,0.0,0.97,120.0,9667.0,1.898,0.024,0.052,19.2,,,,,,
2020-05-04,742.0,3.0,6.0,0.0,145.658,0.589,1.178,0.0,0.99,106.0,9773.0,1.918,0.021,0.051,19.6,,,,,,
2020-05-05,755.0,13.0,6.0,0.0,148.21,2.552,1.178,0.0,1.02,73.0,9846.0,1.933,0.014,0.055,18.2,,,,,,
2020-05-06,761.0,6.0,6.0,0.0,149.388,1.178,1.178,0.0,1.03,209.0,10055.0,1.974,0.041,0.055,18.2,,,,,,
2020-05-07,765.0,4.0,6.0,0.0,150.173,0.785,1.178,0.0,1.05,274.0,10329.0,2.028,0.054,0.044,22.7,,,,,,
2020-05-08,773.0,8.0,6.0,0.0,151.744,1.57,1.178,0.0,1.08,452.0,10781.0,2.116,0.089,0.036,27.8,,,,,,
2020-05-09,780.0,7.0,6.0,0.0,153.118,1.374,1.178,0.0,1.1,449.0,11230.0,2.205,0.088,0.028,35.7,,,,,,
2020-05-10,792.0,12.0,7.0,1.0,155.474,2.356,1.374,0.196,1.13,592.0,11822.0,2.321,0.116,0.025,40.0,,,,,,
2020-05-11,801.0,9.0,7.0,0.0,157.24,1.767,1.374,0.0,1.14,120.0,11942.0,2.344,0.024,0.027,37.0,,,,,,
2020-05-12,804.0,3.0,7.0,0.0,157.829,0.589,1.374,0.0,1.15,73.0,12015.0,2.359,0.014,0.023,43.5,,,,,,
2020-05-13,815.0,11.0,8.0,1.0,159.989,2.159,1.57,0.196,1.17,446.0,12461.0,2.446,0.088,0.022,45.5,,,,,,
2020-05-14,830.0,15.0,8.0,0.0,162.933,2.945,1.57,0.0,1.19,315.0,12776.0,2.508,0.062,0.027,37.0,,,,,,
2020-05-15,843.0,13.0,9.0,1.0,165.485,2.552,1.767,0.196,1.2,209.0,12985.0,2.549,0.041,0.032,31.2,,,,,,
2020-05-16,853.0,10.0,10.0,1.0,167.448,1.963,1.963,0.196,1.21,665.0,13650.0,2.68,0.131,0.03,33.3,,,,,,
2020-05-17,863.0,10.0,10.0,0.0,169.411,1.963,1.963,0.0,1.21,576.0,14226.0,2.793,0.113,0.03,33.3,,,,,,
2020-05-18,866.0,3.0,10.0,0.0,170.0,0.589,1.963,0.0,1.22,206.0,14432.0,2.833,0.04,0.026,38.5,,,,,,
2020-05-19,882.0,16.0,10.0,0.0,173.141,3.141,1.963,0.0,1.23,138.0,14570.0,2.86,0.027,0.031,32.3,,,,,,
2020-05-20,897.0,15.0,10.0,0.0,176.086,2.945,1.963,0.0,1.24,434.0,15004.0,2.945,0.085,0.032,31.2,,,,,,
2020-05-21,903.0,6.0,10.0,0.0,177.263,1.178,1.963,0.0,1.25,168.0,15172.0,2.978,0.033,0.03,33.3,,,,,,
2020-05-22,911.0,8.0,10.0,0.0,178.834,1.57,1.963,0.0,1.27,486.0,15658.0,3.074,0.095,0.025,40.0,,,,,,
2020-05-23,918.0,7.0,10.0,0.0,180.208,1.374,1.963,0.0,1.29,235.0,15893.0,3.12,0.046,0.029,34.5,,,,,,
2020-05-24,930.0,12.0,10.0,0.0,182.564,2.356,1.963,0.0,1.33,410.0,16303.0,3.2,0.08,0.032,31.2,,,,,,
2020-05-25,951.0,21.0,10.0,0.0,186.686,4.122,1.963,0.0,1.36,157.0,16460.0,3.231,0.031,0.042,23.8,,,,,,
2020-05-26,956.0,5.0,10.0,0.0,187.668,0.982,1.963,0.0,1.38,125.0,16585.0,3.256,0.025,0.037,27.0,,,,,,
2020-05-27,984.0,28.0,10.0,0.0,193.164,5.497,1.963,0.0,1.4,649.0,17234.0,3.383,0.127,0.039,25.6,,,,,,
2020-05-28,1000.0,16.0,10.0,0.0,196.305,3.141,1.963,0.0,1.42,374.0,17608.0,3.457,0.073,0.04,25.0,,,,,,
2020-05-29,1022.0,22.0,10.0,0.0,200.624,4.319,1.963,0.0,1.44,540.0,18148.0,3.563,0.106,0.045,22.2,,,,,,
2020-05-30,1047.0,25.0,10.0,0.0,205.531,4.908,1.963,0.0,1.45,467.0,18615.0,3.654,0.092,0.047,21.3,,,,,,
2020-05-31,1056.0,9.0,10.0,0.0,207.298,1.767,1.963,0.0,1.46,521.0,19136.0,3.756,0.102,0.044,22.7,,,,,,
2020-06-01,1084.0,28.0,10.0,0.0,212.795,5.497,1.963,0.0,1.48,261.0,19397.0,3.808,0.051,0.045,22.2,,,,,,
2020-06-02,1105.0,21.0,10.0,0.0,216.917,4.122,1.963,0.0,1.5,264.0,19661.0,3.86,0.052,0.048,20.8,,,,,,
2020-06-03,1157.0,52.0,10.0,0.0,227.125,10.208,1.963,0.0,1.51,415.0,20076.0,3.941,0.081,0.061,16.4,,,,,,
2020-06-04,1194.0,37.0,10.0,0.0,234.388,7.263,1.963,0.0,1.51,376.0,20452.0,4.015,0.074,0.068,14.7,,,,,,
2020-06-05,1228.0,34.0,10.0,0.0,241.063,6.674,1.963,0.0,1.51,443.0,20895.0,4.102,0.087,0.075,13.3,,,,,,
2020-06-06,1263.0,35.0,10.0,0.0,247.933,6.871,1.963,0.0,1.51,334.0,21229.0,4.167,0.066,0.083,12.0,,,,,,
2020-06-07,1318.0,55.0,10.0,0.0,258.73,10.797,1.963,0.0,1.51,268.0,21497.0,4.22,0.053,0.111,9.0,,,,,,
2020-06-08,1342.0,24.0,11.0,1.0,263.441,4.711,2.159,0.196,1.51,161.0,21658.0,4.252,0.032,0.114,8.8,,,,,,
2020-06-09,1375.0,33.0,11.0,0.0,269.919,6.478,2.159,0.0,1.51,229.0,21887.0,4.297,0.045,0.121,8.3,,,,,,
2020-06-10,1461.0,86.0,12.0,1.0,286.802,16.882,2.356,0.196,1.51,427.0,22314.0,4.38,0.084,0.136,7.4,,,,,,
2020-06-11,1538.0,77.0,12.0,0.0,301.917,15.115,2.356,0.0,1.5,381.0,22695.0,4.455,0.075,0.153,6.5,,,,,,
2020-06-12,1612.0,74.0,12.0,0.0,316.444,14.527,2.356,0.0,1.48,483.0,23178.0,4.55,0.095,0.168,6.0,,,,,,
2020-06-13,1662.0,50.0,12.0,0.0,326.259,9.815,2.356,0.0,1.47,510.0,23688.0,4.65,0.1,0.162,6.2,,,,,,
2020-06-14,1715.0,53.0,12.0,0.0,336.663,10.404,2.356,0.0,1.46,308.0,23996.0,4.711,0.06,0.159,6.3,,,,,,
2020-06-15,1744.0,29.0,12.0,0.0,342.356,5.693,2.356,0.0,1.45,237.0,24233.0,4.757,0.047,0.156,6.4,,,,,,
2020-06-16,1796.0,52.0,12.0,0.0,352.564,10.208,2.356,0.0,1.45,278.0,24511.0,4.812,0.055,0.16,6.2,,,,,,
2020-06-17,1871.0,75.0,12.0,0.0,367.287,14.723,2.356,0.0,1.45,451.0,24962.0,4.9,0.089,0.155,6.5,,,,,,
2020-06-18,1939.0,68.0,12.0,0.0,380.635,13.349,2.356,0.0,1.46,447.0,25409.0,4.988,0.088,0.148,6.8,,,,,,
2020-06-19,2058.0,119.0,12.0,0.0,403.996,23.36,2.356,0.0,1.47,629.0,26038.0,5.111,0.123,0.156,6.4,,,,,,
2020-06-20,2127.0,69.0,12.0,0.0,417.541,13.545,2.356,0.0,1.48,457.0,26495.0,5.201,0.09,0.166,6.0,,,,,,
2020-06-21,2213.0,86.0,12.0,0.0,434.423,16.882,2.356,0.0,1.49,391.0,26886.0,5.278,0.077,0.172,5.8,,,,,,
2020-06-22,2277.0,64.0,12.0,0.0,446.986,12.564,2.356,0.0,1.5,244.0,27130.0,5.326,0.048,0.184,5.4,,,,,,
2020-06-23,2368.0,91.0,12.0,0.0,464.85,17.864,2.356,0.0,1.51,443.0,27573.0,5.413,0.087,0.187,5.3,,,,,,
2020-06-24,2515.0,147.0,12.0,0.0,493.707,28.857,2.356,0.0,1.52,621.0,28194.0,5.535,0.122,0.199,5.0,,,,,,
2020-06-25,2684.0,169.0,12.0,0.0,526.883,33.176,2.356,0.0,1.52,703.0,28897.0,5.673,0.138,0.214,4.7,,,,,,
2020-06-26,2836.0,152.0,12.0,0.0,556.721,29.838,2.356,0.0,1.53,687.0,29584.0,5.807,0.135,0.219,4.6,,,,,,
2020-06-27,2979.0,143.0,14.0,2.0,584.793,28.072,2.748,0.393,1.53,890.0,30474.0,5.982,0.175,0.214,4.7,,,,,,
2020-06-28,3130.0,151.0,15.0,1.0,614.435,29.642,2.945,0.196,1.53,743.0,31217.0,6.128,0.146,0.212,4.7,,,,,,
2020-06-29,3269.0,139.0,15.0,0.0,641.721,27.286,2.945,0.0,1.54,691.0,31908.0,6.264,0.136,0.208,4.8,,,,,,
2020-06-30,3459.0,190.0,16.0,1.0,679.019,37.298,3.141,0.196,1.54,594.0,32502.0,6.38,0.117,0.221,4.5,,,,,,
2020-07-01,3753.0,294.0,17.0,1.0,736.733,57.714,3.337,0.196,1.54,853.0,33355.0,6.548,0.167,0.24,4.2,,,,,,
2020-07-02,4023.0,270.0,18.0,1.0,789.735,53.002,3.533,0.196,1.53,1259.0,34614.0,6.795,0.247,0.234,4.3,,,,,,
2020-07-03,4311.0,288.0,18.0,0.0,846.271,56.536,3.533,0.0,1.52,933.0,35547.0,6.978,0.183,0.247,4.0,,,,,,
2020-07-04,4621.0,310.0,18.0,0.0,907.125,60.855,3.533,0.0,1.51,998.0,36545.0,7.174,0.196,0.27,3.7,,,,,,
2020-07-05,4996.0,375.0,19.0,1.0,980.74,73.614,3.73,0.196,1.5,1197.0,37742.0,7.409,0.235,0.286,3.5,,,,,,
2020-07-06,5241.0,245.0,23.0,4.0,1028.834,48.095,4.515,0.785,1.48,1000.0,38742.0,7.605,0.196,0.289,3.5,,,,,,
2020-07-07,5486.0,245.0,23.0,0.0,1076.929,48.095,4.515,0.0,1.47,1222.0,39964.0,7.845,0.24,0.272,3.7,,,,,,
2020-07-08,5836.0,350.0,25.0,2.0,1145.636,68.707,4.908,0.393,1.45,1128.0,41092.0,8.067,0.221,0.269,3.7,,,,,,
2020-07-09,6485.0,649.0,25.0,0.0,1273.038,127.402,4.908,0.0,1.44,1750.0,42842.0,8.41,0.344,0.299,3.3,,,,,,
2020-07-10,6845.0,360.0,26.0,1.0,1343.708,70.67,5.104,0.196,1.42,1367.0,44209.0,8.678,0.268,0.293,3.4,,,,,,
2020-07-11,7231.0,386.0,28.0,2.0,1419.481,75.774,5.497,0.393,1.4,1478.0,45687.0,8.969,0.29,0.285,3.5,,,,,,
2020-07-12,7596.0,365.0,30.0,2.0,1491.133,71.651,5.889,0.393,1.38,1792.0,47479.0,9.32,0.352,0.267,3.7,,,,,,
2020-07-13,8036.0,440.0,34.0,4.0,1577.507,86.374,6.674,0.785,1.37,1989.0,49468.0,9.711,0.39,0.261,3.8,,,,,,
2020-07-14,8482.0,446.0,37.0,3.0,1665.059,87.552,7.263,0.589,1.35,1435.0,50903.0,9.993,0.282,0.274,3.6,,,,,,
2020-07-15,8986.0,504.0,40.0,3.0,1763.997,98.938,7.852,0.589,1.33,1334.0,52237.0,10.254,0.262,0.283,3.5,,,,,,
2020-07-16,9546.0,560.0,42.0,2.0,1873.927,109.931,8.245,0.393,1.31,1562.0,53799.0,10.561,0.307,0.279,3.6,,,,,,
2020-07-17,9969.0,423.0,47.0,5.0,1956.964,83.037,9.226,0.982,1.29,1568.0,55367.0,10.869,0.308,0.28,3.6,,,,,,
2020-07-18,10551.0,582.0,54.0,7.0,2071.214,114.25,10.6,1.374,1.28,1116.0,56483.0,11.088,0.219,0.308,3.2,,,,,,
2020-07-19,11114.0,563.0,62.0,8.0,2181.734,110.52,12.171,1.57,1.27,1524.0,58007.0,11.387,0.299,0.334,3.0,,,,,,
2020-07-20,11534.0,420.0,66.0,4.0,2264.182,82.448,12.956,0.785,1.25,1117.0,59124.0,11.606,0.219,0.362,2.8,,,,,,
2020-07-21,11811.0,277.0,68.0,2.0,2318.558,54.376,13.349,0.393,1.24,1104.0,60228.0,11.823,0.217,0.357,2.8,,,,,,
2020-07-22,12361.0,550.0,71.0,3.0,2426.526,107.968,13.938,0.589,1.23,1228.0,61456.0,12.064,0.241,0.366,2.7,,,,,,
2020-07-23,13129.0,768.0,80.0,9.0,2577.288,150.762,15.704,1.767,1.23,1829.0,63285.0,12.423,0.359,0.378,2.6,,,,,,
2020-07-24,13669.0,540.0,87.0,7.0,2683.293,106.005,17.079,1.374,1.22,1510.0,64795.0,12.72,0.296,0.392,2.6,,,,,,
2020-07-25,14600.0,931.0,98.0,11.0,2866.053,182.76,19.238,2.159,1.21,1842.0,66637.0,13.081,0.362,0.399,2.5,,,,,,
2020-07-26,15229.0,629.0,104.0,6.0,2989.529,123.476,20.416,1.178,1.19,1564.0,68201.0,13.388,0.307,0.404,2.5,,,,,,
2020-07-27,15841.0,612.0,115.0,11.0,3109.667,120.139,22.575,2.159,1.17,1701.0,69902.0,13.722,0.334,0.4,2.5,,,,,,
2020-07-28,16344.0,503.0,125.0,10.0,3208.409,98.741,24.538,1.963,1.15,1501.0,71403.0,14.017,0.295,0.406,2.5,,,,,,
2020-07-29,16800.0,456.0,133.0,8.0,3297.924,89.515,26.109,1.57,1.14,1656.0,73059.0,14.342,0.325,0.383,2.6,,,,,,
2020-07-30,17290.0,490.0,140.0,7.0,3394.113,96.189,27.483,1.374,1.12,1840.0,74899.0,14.703,0.361,0.358,2.8,,,,,,
2020-07-31,17820.0,530.0,150.0,10.0,3498.155,104.042,29.446,1.963,1.12,1744.0,76643.0,15.045,0.342,0.35,2.9,,,,,,
2020-08-01,18187.0,367.0,154.0,4.0,3570.199,72.044,30.231,0.785,1.11,1663.0,78306.0,15.372,0.326,0.307,3.3,,,,,,
2020-08-02,18975.0,788.0,162.0,8.0,3724.887,154.688,31.801,1.57,1.12,2015.0,80321.0,15.767,0.396,0.309,3.2,,,,,,
2020-08-03,19402.0,427.0,171.0,9.0,3808.709,83.822,33.568,1.767,1.12,1550.0,81871.0,16.072,0.304,0.298,3.4,,,,,,
2020-08-04,19837.0,435.0,181.0,10.0,3894.102,85.393,35.531,1.963,1.12,1584.0,83455.0,16.383,0.311,0.29,3.4,,,,,,
2020-08-05,20417.0,580.0,191.0,10.0,4007.959,113.857,37.494,1.963,1.13,1799.0,85254.0,16.736,0.353,0.297,3.4,,,,,,
2020-08-06,21070.0,653.0,200.0,9.0,4136.146,128.187,39.261,1.767,1.13,1835.0,87089.0,17.096,0.36,0.31,3.2,,,,,,
2020-08-07,22081.0,1011.0,218.0,18.0,4334.61,198.464,42.794,3.533,1.13,1830.0,88919.0,17.455,0.359,0.305,3.3,,,,,,
2020-08-08,22802.0,721.0,228.0,10.0,4476.146,141.536,44.758,1.963,1.13,1687.0,90606.0,17.786,0.331,0.322,3.1,,,,,,
2020-08-09,23286.0,484.0,235.0,7.0,4571.158,95.012,46.132,1.374,1.13,1405.0,92011.0,18.062,0.276,0.31,3.2,,,,,,
2020-08-10,23872.0,586.0,244.0,9.0,4686.193,115.035,47.898,1.767,1.13,1457.0,93468.0,18.348,0.286,0.325,3.1,,,,,,
2020-08-11,24508.0,636.0,255.0,11.0,4811.043,124.85,50.058,2.159,1.13,1251.0,94719.0,18.594,0.246,0.347,2.9,,,,,,
2020-08-12,25057.0,549.0,263.0,8.0,4918.814,107.771,51.628,1.57,1.13,1664.0,96383.0,18.92,0.327,0.344,2.9,,,,,,
2020-08-13,26129.0,1072.0,272.0,9.0,5129.253,210.439,53.395,1.767,1.13,1997.0,98380.0,19.312,0.392,0.339,2.9,,,,,,
2020-08-14,26931.0,802.0,281.0,9.0,5286.69,157.437,55.162,1.767,1.13,2172.0,100552.0,19.739,0.426,0.344,2.9,,,,,,
2020-08-15,27737.0,806.0,291.0,10.0,5444.912,158.222,57.125,1.963,1.13,2197.0,102749.0,20.17,0.431,0.33,3.0,,,,,,
2020-08-16,28465.0,728.0,294.0,3.0,5587.822,142.91,57.714,0.589,1.12,2244.0,104993.0,20.611,0.441,0.328,3.0,,,,,,
